Recipe ID,Nama Resep,Energi (kj),Energi (kkal),Lemak (g),Lemak Jenuh (g),Lemak Trans (g),Lemak tak Jenuh Ganda (g),Lemak tak Jenuh Tunggal (g),Kolesterol (mg),Protein (g),Karbohidrat (g),Serat (g),Gula (g),Sodium (mg),Kalium (mg),Kategori,Keywords,PrepTime,CookTime,Ingredients,Instructioons,Meal ID
264,Tumis Jamur Kacang Panjang,381,91,1.78,0.318,0.0,0.825,0.248,0.0,3.39,19.07,4.2,6.97,1.096,381.0,"""Makan Siang""","""Kacang hijau dan jamur ditumis dengan saus yang kaya.""",15 Menit,10 Menit,"""100 gram kacang panjang hijau"",""10 gram kaldu jamur"",""5 sdm cabai merah atau rawit"",""1 siung bawang putih"",""1 sdm kecap manis"",""100 g saus tiram"",""50 gram bawang bombay"",""100 gram jamur kancing""","""Tumis bawang putih"",""bawang bombay dan cabai rawit yang sudah di iris tipis."",""Masukan jamur dan kacang panjang yang sudah di potong-potong."",""Tambahkan kaldu jamur"",""saos tiram"",""garam"",""dan kecap sesuai selera.""",2
265,Telur Sutera,816,195,6.81,0.001869,0.0,0.001317,0.002603,212.0,12.76,22.75,3.6,5.02,774.0,0.43,"""Makan Siang""","""Telur kukus dengan sisi jagung dan wortel.""",30 Menit,15 Menit,"""1 besar telur"",""50 gram wortel dimasak"",""1 besar putih telur"",""1 sdm saus tiram"",""1 potong jagung rebus"",""1 siung bawang putih"",""1 gram daun bawang"",""10 gram bawang bombay""","""Kocok telur dengan irisan daun bawang"",""dengan menambahkan 100ml air. Masukkan garam dan merica sesuai selera. Lalu kukus."",""Rebus jagung dan wortel"",""tumis bawang bombay dan bawang putih dengan 1 sendok olive oil."",""Masukkan sayuran kedalam tumisan bawang"",""lalu tambahkan garam"",""merica dan 1 sendok saus tiram."",""Yang terakhir koreksi rasa."",""1 anggota telah menambah""",2
269,Ayam Geprek Low Calori,1377,329,16.74,0.003152,0.0,0.004297,0.00788,0.15,26.56,18.1,3.4,0.64,313.0,0.3,"""Hidangan Utama""","""Ayam geprek oat.""",50 Menit,30 Menit,"""137 gram dada ayam"",""1 sedang telur"",""1 1/2 sdm cabai merah atau rawit"",""1 sdm minyak sayur canola"",""4 siung bawang putih"",""40 g rolled oats""","""Iris tipis” dada ayam."",""Baluri telur."",""Blender rolled oat untuk jadi tepung."",""Balurkan ayam dengan tepung rolled oat."",""Goreng ayam pakai minyak canola 1 sdm."",""Uleg cabai dan bawang putih sesuai selera.""",2
272,Oseng Buncis Tempe,889,212,6.32,0.974,0.0,0.002348,0.002314,0.0,7.92,36.32,6.3,14.19,799.0,636.0,"""Hidangan Utama""","""Tempe dan kacang hijau dengan buncis.""",5 Menit,5 Menit,"""16 gram cabai merah atau rawit"",""1/4 sdt garam"",""1 sdm saus tiram"",""90 gram buncis"",""3 siung bawang putih"",""3 sedang bawang merah"",""62 gram tempe goreng"",""1 sdm kecap manis""","""Tempe yang sudah digoreng dipotong kotak-kotak"",""Buncis potong sesuai selera."",""Tumis bamer"",""baput & cabe hingga harum."",""Masukan tempe yang sudah digoreng & buncis."",""Tambahkan kecap"",""saus tiram"",""garam"",""dan air seckupnya. Lalu tunggu hingga matang & air menyusut.""",2
274,Nasgor Merah,1347,322,11.69,0.003358,0.0,0.002747,0.003769,0.33,15.67,41.06,5.7,3.09,531.0,517.0,"""Hidangan Utama""","""Nasi goreng campur dengan sawi.""",5 Menit,10 Menit,"""78 gram telur"",""130 gram nasi merah"",""10 gram cabai merah atau rawit"",""10 gram bawang putih"",""10 gram bawang merah"",""1 ml minyak goreng"",""40 gram sawi hijau""","""Potong bawang cabe lalu tumis masukan telur hingga matang masukan sawi hingga layu masukan nasi dan tambahkan garam."",""Angkat nasgor jika sudah matang."",""Sajikan d piring.""",2
275,Mentai Shirataki,1471,352,27.76,0.003978,0.0,0.012476,0.010084,6.0,2.2,24.27,0.0,4.91,552.0,2.0,"""Hidangan Utama""","""Shirataki noddle with mayo.""",10 Menit,10 Menit,"""3 sdm mayonnaise"",""100 g mie kering"",""18 ml saus sambal"",""64 g crab stick"",""3 tbsps sesame oil""","""Rebus mie shirataki."",""Campurkan mie shirataki dengan sejumput garam dan minyak wijen."",""Tata di ramekin"",""tambahkan crab stick rebus"",""dan beri mentai."",""Bakar menggunakan gas torch.""",2
284,Pokcoy Siram Jamur Enoki,487,116,7.38,0.001615,0.0,0.001218,0.002255,18.0,8.06,5.65,1.7,2.32,148.0,233.0,"""Hidangan Utama"",""Lauk Pauk""","""Sayur sehat.""",15 Menit,15 Menit,"""80 gram daging babi"",""1 sdm margarin"",""10 gram kaldu jamur"",""1 sejumput lada hitam"",""480 gram pakcoy"",""80 g jamur enoki"",""100 g egg tofu"",""1/2 sedang bawang bombay""","""Rebus pokcoy d air mendidih yang d tambah garam."",""Lelehkan margarin dan tumus bawang bombay hingga layu."",""Masukkan daging babi dan tumis hingga berubah warna."",""Beri sedikit air bumbui dengan lada hitam dan kaldu jamur aduk rata."",""Masukkan jamur enoki"",""aduk rata hingga layu koreksi rasa."",""Tata pokcoy yg sudah d rebus d atas piring. Siram dengan tumisan jamur.""",2
287,Mie Shirataki,1552,371,11.44,0.00285,0.0,0.0026869999999999,0.004016,367.0,32.95,0.0,8.1,11.55,1.689,743.0,"""Makan Siang""","""Makan siang lezat rendah kalori.""",10 Menit,10 Menit,"""75 gram udang"",""1 sdm saus tiram"",""82 gram brokoli"",""50 gram kubis"",""1 siung bawang putih"",""7 gram bawang merah"",""1/2 sdm kecap manis"",""200 g mie kering shirataki"",""94 gram sawi dimasak (dari segar)"",""1 telur dadar atau telur orak-arik""","""Cuci mie shirataki basah dan tiriskan."",""Rebus mie 3menit"",""sambil potong2 sayuran kemudian cuci bersih."",""Siapkan teflon anti lengket"",""tumis bawang merah dan bawang putih sampai harum"",""masukkan telur lalu orak arik. Masukkan udang kemudian tambahkan sedikit air. Masak hingga udang matang"",""kemudian masukkan sayur2an."",""Tambahkan saus tiram dan kecap manis"",""masukkan mie shirataki. Aduk rata"",""masak sampai semua matang."",""Angkat dan sajikan.""",2
290,Bakso Tempe,134,32,1.18,0.329,1e-05,0.149,0.282,21.0,1.42,4.02,0.1,1.57,367.0,22.0,"""Makan Siang""","""Bakso tempe sehat kaya protein.""",15 Menit,45 Menit,"""100 gram telur rebus"",""5 gram kaldu jamur"",""1 sdt lada hitam"",""3 sdt garam"",""22 gram bawang putih"",""200 g tepung tapioka"",""252 gram tempe kukus""","""Kukus tempe 15 menit."",""Hancurkan tempe dan masukkan semua bahan"",""aduk sampai kalis."",""Bentuk bulat tempe dan rebus 15 menit sampai mengambang.""",2
292,Makaroni ayam,614,147,3.8,0.794,0.0,0.0011459999999999,0.00137,17.0,8.92,18.83,1.1,6.52,547.0,0.29,"""Makan Siang""","""Enak bangetttt.""",20 Menit,30 Menit,"""100 gram dada ayam"",""1 mangkok"",""masak makaroni"",""1 mangkok saus spageti tanpa daging"",""1 siung bawang putih dimasak"",""100 gram bawang bombay dimasak"",""1 sdt bawang putih bubuk"",""1 sejumput lada hitam"",""1 sejumput garam laut"",""1 sdm saus sambal""","""Potong bawang putih (1 siung)"",""bawang bombay setengah aja."",""Marinasi ayam dengan lada"",""bawang putih bubuk dan garam ayamnya di potong dadu ya."",""Tumis bawang putih dan bawang bombay."",""Masukkan ayam yang sudah dimarinasi."",""Beri sedikit air."",""Kemudian masukkan saus bolognese dan saus sambal 1 sendok."",""Kemudian masak hingga air menyusut."",""Tambah sedikit keju quick melt untuk hiasan aja sih hehe.""",2
294,Nasi Goreng Spesial (Nasi Merah),2130,509,17.59,0.005113,0.0,0.003264,0.006621,498.0,43.34,42.35,6.4,4.02,5.14,648.0,"""Hidangan Utama"",""Makan Siang""","""Nasi goreng yang menggunakan nasi merah. Dengan sedikit minyak. Terdapat karbohidrat"",""serat"",""vitamin"",""protein"",""dan lemak.""",15 Menit,20 Menit,"""2 besar telur"",""2 sdt garam"",""100 gram daging ayam (panggang"",""bakar"",""dimasak)"",""3 siung bawang putih"",""100 gram sayur campuran"",""100 gram nasi merah (butir-sedang"",""dimasak)"",""3 g lada putih bubuk""","""Haluskan bawang putih. Oseng sebentar"",""lalu masukkan sayuran dan daging ayam rebus."",""Pecahkan satu telur"",""buat scramble egg. Lalu masukkan nasi merah."",""Tambahkan garam dan lada. Campur sampai rata dan matang."",""Buat satu telur mata sapi. Hidangkan dipiring.""",2
295,Omlate Bayam,749,179,13.65,0.005233,0.0,0.831,0.002103,233.0,0.0,6.31,1.4,1.9,0.68,326.0,"""Hidangan Utama"",""Lauk Pauk""","""Perpaduan telur dengan sayur bayam.""",10 Menit,6 Menit,"""55 gram telur"",""30 gram wortel"",""28 gram bayam"",""1 takaran royco ayam"",""9 ml minyak goreng filma"",""1 takaran lada putih bubuk""","""Rebus bayam"",""parut wortel."",""Kocok 1 butir telur"",""campurkan dengan parutan wortel"",""bayar rebus."",""Tambahkan bumbu penyedap"",""lalu bisa tambahkan cabai/saus sambal bila suka pedas."",""Panaskan minyak goreng secukupnya lalu masak kurang lebih selama 6mnt.""",2
296,Seblak Mie Shirataki,477,114,5.38,0.0016279999999999,0.0,0.878,0.001965,212.0,7.13,11.65,0.0,1.51,2.4,184.0,"""Makanan Ringan""","""Seblak khas bandung""",10 Menit,15 Menit,"""1 besar telur"",""2 gram cabai merah atau rawit"",""1 sdt garam"",""4 gram bawang putih"",""10 gram bawang merah"",""2 g kencur"",""1 bendak wangi sweetener diabtx"",""40 gram pakcoy"",""100 g mie basah matang""","""Blender bawang merah"",""bawang putih"",""cengek"",""kencur/cikur dan air"",""atau bisa di uleg."",""Tumis bumbu (di teflon anti lengket) sampai airnya surut"",""(biar gak pait)"",""terus jangan tambah minyak."",""Lalu masukan air dan telur"",""tunggu sampai matang. Bisa tambah daun jeruk biar wangi."",""Tambah mie shirataki dan pakcoy."",""Masukan gula tropicana dan garam sesuai selera."",""Cicipi"",""tunggu sampai airnya agak surut."",""Selesai.""",2
297,Kangkung Tumis,1883,450,32.4,0.012374,0.0,0.01297,0.003204,0.0,10.93,35.27,9.1,5.51,215.0,1.761,"""Hidangan Utama""","""Makan siang bergizi.""",10 Menit,5 Menit,"""1 sdm cabai merah atau rawit"",""1 siung bawang putih"",""1 irisan tomat merah"",""1 kecil bawang merah"",""3 sdm minyak goreng"",""300 gram kangkung"",""100 g saus tiram"",""23 g saus tiram""","""Iris kangkung dan bahan lain nya pisahkan."",""Tumis bahan."",""Lalu masukan kangkung"",""Saori dan sedikit air."",""Tunggu sampai kangkung masak dan siap disajikan.""",2
298,Steam Fish,1297,310,8.18,0.001477,0.0,0.003237,0.002441,123.0,38.45,21.32,2.7,2.5,3.606,1.119,"""Lauk Pauk"",""Hidangan Utama""","""Ikan kukus dengan saus.""",5 Menit,20 Menit,"""2 sdm kecap asin (kedelai)"",""8 g jeruk nipis"",""1 sdm cabai merah atau rawit"",""1/2 sdt garam"",""1 sdt minyak wijen"",""1 sdm saus tiram"",""1 siung bawang putih"",""2 iris diameter 2"",""5 cm jahe"",""30 gram daun bawang"",""20 gram sereh"",""200 gram ikan bawal"",""3 g lada putih bubuk""","""Bumbui ikan dengan garam"",""lada"",""dan jeruk nipis"",""diamkan 10 menit."",""Letakkan ikan pada wadah tahan panas"",""Kukus bersama irisan jahe"",""bawang putih dan sereh selama 10 menit. Kemudian buang airnya ( ikan berair saat dikukus)."",""Siap kan saus"",""(5 sdm air matang"",""minyak wijen"",""kecap asin"",""saus tiram"",""lada. Jika kurang asin tambahkan sedikit garam)."",""Setelah 10 menit angkat ikan"",""masukkan saus. Kemudian kukus lagi selama 10 menit."",""Tambahkan daun bawang dan cabai merah. Kukus lagi sebentar kemudian angkat.""",2
299,Sayur Bayam Bening,230,55,1.51,0.269,0.0,0.698,0.163,0.0,5.01,9.35,4.8,1.57,0.12,957.0,"""Hidangan Utama""","""Sayur bayam bening tanpa garam.""",5 Menit,3 Menit,"""1 sdm cabai merah atau rawit"",""1 iris"",""tipis bawang"",""150 gram bayam""","""Bersihkan sayur."",""Rebus air sampai mendidih."",""Masukkan kembali bayam sampai tidak keras lagi. Menyajikan.""",2
300,Tumis Tempe Sayur,755,180,5.66,0.0011519999999999,0.0,0.002036,0.001514,0.0,11.96,24.44,4.4,11.41,985.0,617.0,"""Makan Siang""","""Minyak kalori rendah - tumis sayur goreng dan tempe.""",10 Menit,20 Menit,"""1 sdm kecap asin (kedelai)"",""100 gram buncis"",""100 gram kubis"",""100 gram wortel"",""1 siung bawang putih"",""1 gelas air"",""100 gram tempe"",""1 sdm kecap manis"",""2 g royco ayam""","""Iris bawang putih"",""wortel"",""buncis"",""kubis dan potong tempe sesuai selera."",""Tumis bawang putih dengan sedikit air sampai layu dan harum."",""Masukan wortel"",""buncis dan tempe. Lalu masukan kecap asin 1 sdm"",""kecap manis 1 sdm dan royco rasa ayam secukupnya."",""Masukan air secukupnya sedikit demi sedikit agar sayuran dan tempe matang. Aduk rata. Tunggu sampai air menyusut"",""jika dirasa kurang matang tambahkan lagi air dan biarkan menyusut."",""Terakhir masukan kol"",""aduk dan tunggu sampai kol matang."",""Siap disajikan.""",2
309,Tumis Brokoli Udang,1377,329,16.54,0.002384,0.0,0.002406,0.010214,206.0,32.91,14.31,4.8,3.12,674.0,763.0,"""Hidangan Utama"",""Makan Siang""","""Brokoli dan udang rendah kalori"",""bagus untuk diet menurunkan berat badan.""",5 Menit,10 Menit,"""100 gram udang"",""2 mangkok"",""dicincang brokoli"",""1 siung bawang putih"",""1 sdm minyak zaitun""","""Tumis bawang putih menggunakan minyak zaitun hingga harum."",""Masukan udang"",""masak hingga berubah warna"",""beri sedikit air"",""masukan garam dan lada."",""Masukan brokoli"",""tumis hingga matang.""",2
312,Tumis Kacang Panjang,1172,280,13.31,0.003012,0.0,0.003874,0.005232,83.0,31.12,8.47,2.4,1.78,468.0,411.0,"""Hidangan Utama"",""Makan Siang""","""Lezat dan nikmat.""",5 Menit,10 Menit,"""100 gram dada ayam"",""55 g kacang panjang"",""25 gram bombay"",""1 sdt minyak wijen"",""1 siung bawang putih""","""Potong kacang panjang"",""dada ayam"",""bawang bombay sesuai selera."",""Panaskan sebentar minyak"",""masukkan bawang bombay dan bawang putih hingga harum lalu masukkan ayam hingga berubah warna"",""terakhir masukkan kacang panjang."",""Tambahkan sedikit air"",""penyedap/garam secukupnya"",""masak hingga matang"",""taburkan bawang goreng. Siap dihidangkan.""",2
6,Kue Pisang,492,118,2.76,0.674,0.0,0.559,0.001026,57.0,6.3,19.31,2.4,4.88,492.0,156.0,"""Makanan Penutup"",""Makanan Ringan"",""Lainnya"",""Roti & Produk Panggang""","""Sederhana"",""enak dan sedikit manis.""",15 menit,20 menit,"""1 besar telur"",""1 sdt kayu manis"",""1/4 sdt garam"",""1 ekstra besar pisang"",""1 sdt baking soda"",""50 g instant oatmeal"",""3 g stevia sweetener"",""15 g wpro milk tea""","""Hancurkan pisang."",""Aduk telur sampai berbusa"",""masukkan kedalam pisang."",""Tambahkan sisa bahan dan aduk rata."",""Bagi adonan ke dalam cetakan dan panggang dalam oven dengan suhu 210°C selama 15-20 menit.""",3
13,Tumis Kubis,371,89,1.55,0.00028,0.0,0.742,0.233,0.0,3.4,19.17,4.9,10.8,139.0,505.0,"""Lauk Pauk""","""Lauk sayuran rendah kalori.""",15 menit,15 menit,"""400 gram kubis hijau"",""30 gram cabai merah atau rawit"",""20 gram bawang putih"",""1 kecil utuh tomat merah"",""20 gram gula merah"",""45 gram bawang merah"",""3 g kaldu jamur"",""1/2 sdm saus tiram"",""2 gram udang rebon""","""Potong sayuran sesuai ukuran yang diinginkan."",""Tumis bawang merah dan bawang putih dalam wajan yang diolesi sedikit minyak."",""Tambahkan bahan lainnya satu per satu."",""Tuang air secukupnya dan tutup. Masak hingga matang.""",3
58,Brownies Mocaf,890,213,12.1,0.005502,0.0,0.571,0.005136,53.0,2.37,25.52,1.3,14.96,33.0,108.0,"""Makanan Penutup"",""Roti & Produk Panggang""","""Resep brownies yang enak.""",10 menit,25 menit,"""2 besar telur"",""100 gram coklat manis atau gelap"",""50 gram mentega"",""15 gram kacang almond"",""100 gram gula merah"",""13 g coklat bubuk"",""30 ml extra virgin olive oil"",""100 g tepung mocaf""","""Lelehkan coklat manis gelap dengan minyak zaitun dan mentega."",""Kocok telur dan gula merah semut dengan whisk."",""Masukkan lelehan coklat tadi"",""aduk rata."",""Masukan tepung mocaf aduk rata."",""Masukan lagi coklat bubuk"",""aduk rata kembali."",""Panaskan oven 180°C selama 10 menit.Masukan adonan kedalam loyang panggang dan tambahkan almond sebagai topping selama 20-25m."",""Brownis siap dihidangkan.""",3
76,Enoki Pedas Manis,561,134,0.0,0.00138,0.0,0.003328,0.002845,0.0,3.61,14.56,1.6,6.64,1.633,104.0,"""Lauk Pauk""","""Hidangan lezat"",""rendah kalori.""",10 menit,20 menit,"""1 sdt bubuk cabai"",""1 sdt garam"",""1 sdm minyak wijen"",""2 siung bawang putih"",""2 sdm saus tomat"",""1 sdt gula pasir"",""2 ml minyak goreng"",""200 g jamur enoki"",""2 sdm saos tiram""","""Potong akar jamur dan cuci."",""Panaskan minyak dalam wajan dan tumis bawang putih hingga harum."",""Tambahkan sisa bahan secara bertahap."",""Masak selama 10 menit atau sampai empuk.""",3
77,Tumis Kecambah,397,95,3.48,0.001016,0.0,0.636,0.001223,131.0,8.26,8.14,1.9,3.55,1.286,252.0,"""Lauk Pauk""","""Lezat"",""lauk rendah kalori.""",15 menit,15 menit,"""62 gram telur"",""71 gram tomat"",""100 gram kecambah"",""33 gram putih telur"",""1 sejumput lada hitam"",""1 sdt garam"",""6 gram bawang putih"",""25 gram daun bawang"",""15 gram bawang merah"",""1 sdm sambal tabur""","""Cuci dan potong sayuran."",""Masukkan tomat ke dalam wajan panas dan aduk sampai jusnya keluar."",""Tambahkan bawang putih dan bawang bombay. Aduk hingga harum."",""Masukkan sisa bahan satu per satu. Tambahkan air sesuai kebutuhan dan didihkan selama 3 menit.""",3
78,Tumis Sayuran,333,80,0.31,0.068,0.0,0.188,0.026,0.0,3.48,18.12,5.8,6.71,354.0,556.0,"""Lauk Pauk""","""Hidangan rendah kalori"",""kaya nutrisi.""",10 menit,15 menit,"""1 sejumput lada hitam"",""140 gram buncis"",""100 gram wortel"",""120 gram kembang kol"",""3 siung bawang putih"",""1 sejumput garam laut"",""1 1/2 sdm saos tiram"",""60 gram bawang bombay""","""Potong sayuran menjadi potongan-potongan kecil."",""Tumis bawang putih dan bawang bombay dalam wajan antilengket."",""Perlahan tambahkan sisa bahan. Masak hingga empuk.""",3
87,Spring Roll Ayam,498,119,3.09,0.658,0.0,0.143,0.182,8.0,4.11,16.86,0.8,1.66,149.0,83.0,"""Salad dan Salad Dressing"",""Lauk Pauk"",""Makanan Pembuka""","""Makanan pembuka yang menyegarkan dengan sayuran renyah berwarna-warni.""",15 menit,8 menit,"""1 sedang rice paper"",""10 gram daging dada ayam (ayam pedaging"",""dipanggang"",""dimasak)"",""10 gram wortel"",""10 gram mentimun (dengan kulit)"",""15 gram bihun (dimasak)"",""8 ml roasted sesame dressing""","""Rebus bihun"",""tiriskan."",""Potong sayur."",""Celup rice paper 2 detik di air."",""Siapkan dan gulung kertas nasi dengan bihun"",""ayam dan sayuran di dalamnya. Gunakan saus wijen sebagai saus.""",3
97,Udang Nori,197,47,2.56,0.321,0.0,0.889,0.764,29.0,4.17,1.61,0.4,0.34,327.0,45.0,"""Lauk Pauk""","""Camilan gurih"",""juicy"",""dan rendah kalori.""",10 menit,25 menit,"""70 gram udang"",""1/2 sdt garam"",""2 sdt minyak wijen"",""20 gram wortel"",""20 gram daun bawang"",""1 takaran stevia sweetener"",""1 bungkus rumput laut panggang (nori)"",""1 porsi kaldu jamur"",""1 takaran lada putih bubuk""","""Siapkan bahan"",""cincang udang dan bawang daun serta parut wortel dengan parutan keju."",""Masukan semua bahan kedalam wadah beri minyak jijen dan bumbu penyedap( garam"",""merica"",""kaldu jamur"",""pemanis stevia secukupnya )."",""Aduk hingga semua tercampur rata."",""Potong nori segi panjang menjadi beberapa bagian"",""disisi lain panaskan teflon dengan olesan sedikit minyak wijen."",""Taruh nori diatas teflon"",""lapisi dengan adonan hingga nori tertutup. Tutup teflon"",""Panggang dengan api yg sangat kecil."",""Jika sudah hampir matang"",""balikkan perlahan."",""Sajikan di piring dengan nasi dan sayuran pilihan.""",3
99,Stir Fry Asparagus,92,22,0.97,0.419,0.0,0.166,0.394,0.0,1.42,2.82,1.3,1.14,2.0,127.0,"""Lauk Pauk"",""Makanan Pembuka""","""Resep cepat untuk disatukan.""",10 Menit,15 Menit,"""120 gram asparagus"",""1 siung bawang putih"",""2 ml minyak goreng tropical""","""Rebus asparagus hingga agak lunak."",""Tumis bawang putih dengan sedikit minyak."",""Masukkan asparagus yang telah direbus."",""Tumis asparagus dengan bawang putih dan tunggu hingga matang."",""Hidangan siap disantap.""",3
101,Pizza,602,144,3.81,0.001284,0.002,0.785,0.534,6.0,6.25,21.91,0.7,4.34,144.0,31.0,"""Makanan Ringan"",""Lainnya""","""Pizza lezat dengan sosis dan daging sapi yang bisa Anda bagikan dengan semua orang.""",1 Jam 30 Menit,30 Menit,"""5 gram ragi"",""1 sdm margarin"",""1 sdm mayones ringan"",""20 gram gula pasir"",""100 gram bawang bombay"",""1/2 cup spaghetti sauce"",""150 g tepung segitiga biru"",""3 porsi beef frank"",""1 porsi sosis bratwurst""","""Campur air hangat dengan ragi dan gula."",""Tambahkan tepung terigu dan margarin. Aduk rata dan uleni adonan hingga kalis. Diamkan selama 1 jam hingga mengembang."",""Gulung adonan"",""taruh di atas loyang dan tusuk dengan garpu."",""Oleskan saus spageti. Tambahkan irisan sosis"",""daging sapi"",""mayones dan bawang bombay. Taburi dengan peterseli dan oregano"",""jika diinginkan."",""Diamkan selama 15 menit selagi oven dipanaskan terlebih dahulu."",""Panggang dalam oven selama 30 menit dengan suhu 140°C.""",3
103,Oseng Toge Tahu Telur,2038,487,29.7,0.008635,0.0,0.0082289999999999,0.008908,499.0,29.79,29.12,3.7,14.59,593.0,621.0,"""Lauk Pauk""","""Menu diet murah dari rumah.""",10 Menit,20 Menit,"""118 gram telur"",""65 gram kecambah"",""5 gram cabai merah atau rawit"",""20 gram bawang putih"",""3 gram jahe"",""1 sdm minyak goreng"",""130 gram tahu"",""5 g kaldu jamur"",""1 sdm kecap manis""","""Potong dadu tahu"",""masukkan dalam wadah."",""Kocok lepas telur"",""tuang kedalam tahu."",""Panaskan minyak"",""tumis bawang putih"",""cabe rawit dan jahe hingga harum."",""Tuang tahu dan telur"",""aduk-aduk hingga telur matang."",""Masukkan toge"",""aduk aduk."",""Bumbui dengan kecap manis dan kaldu jamur"",""tambahkan air sedikit."",""Masak sampai bumbu meresap."",""Oseng toge tahu telur siap disajikan.""",3
104,Tumis Pokcoy Saus Tiram,816,195,11.94,0.004378,0.0,0.00495,0.0013289999999999,0.0,3.13,22.77,4.8,6.43,921.0,439.0,"""Lauk Pauk"",""Makanan Pembuka""","""Resep pakcoy sederhana dengan sedikit rasa pedas.""",8 Menit,10 Menit,"""30 gram cabai merah atau rawit"",""100 gram saus tiram"",""3 siung bawang putih"",""5 kecil bawang merah"",""3 sdm minyak goreng"",""100 gram pakcoy""","""Cuci bersih pokcoy"",""potong potong sesuai selesai."",""Kupas bawang merah"",""bawang putih"",""dan cabai. Cuci bersih"",""lalu iris tipis dan memanjang untuk cabai."",""Panaskan minyak dalam wajan"",""masukan bawang merah dan bawang putih tunggu hingga harum"",""masukan cabai tunggu wangi."",""Masukan pokcoy aduk aduk."",""Masukan saus tiram"",""tambahkan air sedikit."",""Tunggu hingga matang"",""makanan siap disajikan.""",3
109,Tumis Toge,159,38,0.51,0.064,0.0,0.277,0.043,0.0,3.97,6.67,2.3,1.9,567.0,132.0,"""Lainnya"",""Lauk Pauk""","""Hidangan sehat"",""mudah"",""dan super lezat yang hanya membutuhkan waktu beberapa menit untuk membuatnya.""",5 Menit,10 Menit,"""100 gram kecambah"",""2 siung bawang putih"",""1 takaran royco ayam""","""Iris bawang putih dan tumis di atas api yang panas tanpa minyak."",""Tambahkan taoge dan penyedap rasa sesuai selera. Campur dengan baik."",""Tumis hingga matang.""",3
110,Ampyang,550,132,7.47,0.001037,0.0,0.002362,0.003708,0.0,3.56,14.47,1.2,11.76,4.0,128.0,"""Makanan Penutup"",""Makanan Ringan""","""Camilan yang sangat enak dan mudah dibuat yang akan anda nikmati.""",20 Menit,30 Menit,"""300 gram kacang sangrai kering (tanpa garam)"",""166 gram gula merah"",""63 gram gula pasir""","""Masukkan gula merah"",""gula pasir dan air ke dalam panci. Aduk hingga mengental dan gula larut."",""Buang kulit kacang panggang dan masukkan ke dalam wajan."",""Matikan api. Aduk hingga adonan ampyang benar-benar mengental dan matang."",""Ambil satu sendok makan campuran ampyang. Tuang di atas kertas lalu bentuk menjadi bentuk datar atau bulat. Lakukan hingga adonan habis."",""Biarkan dingin dan mengeras lalu simpan di toples kedap udara.""",3
120,Tumis Timun dan Ayam,987,236,17.43,0.002222,0.0,0.0045119999999999,0.009687,0.04,10.16,8.93,0.4,5.98,622.0,221.0,"""Lauk Pauk""","""Hidangan ini sangat enak dan cocok dengan nasi.""",3 Menit,7 Menit,"""1 sejumput garam"",""50 gram daging paha dan kulit ayam (ayam pedaging)"",""80 gram mentimun (dengan kulit)"",""5 ml kecap manis"",""1 sdm minyak kanola"",""1/2 takaran royco ayam"",""1 sejumput lada putih bubuk""","""Goreng ayam dalam minyak canola sampai berwarna cokelat keemasan."",""Tambahkan mentimun potong dadu dan bumbu."",""Aduk hingga harum dan merata."",""Pindahkan ke piring dan sajikan dengan nasi"",""opsional.""",3
121,Tumis Kangkung,243,58,3.09,0.00115,0.0,0.00125,0.292,0.0,2.29,6.41,1.6,0.76,44.0,357.0,"""Lauk Pauk""","""Dipasangkan dengan sempurna dengan hidangan apa pun.""",5 Menit,8 Menit,"""1/2 gram cabai merah atau rawit"",""10 gram bawang putih"",""9 gram bawang merah"",""3 ml minyak goreng"",""60 gram kangkung""","""Tumis bawang merah dan bawang putih smpai harum dalam minyak goreng."",""Masukan cabai dan kangkung."",""Tumis hingga layu.""",3
122,Tumis Telur Tahu,1163,278,14.74,0.003178,0.0,0.004031,0.005364,0.22,26.23,15.09,2.8,2.79,959.0,761.0,"""Lauk Pauk""","""Sangat bergizi dan mudah dibuat.""",10 Menit,20 Menit,"""1 besar telur"",""50 gram kecambah"",""10 gram kaldu jamur"",""10 gram daun bawang"",""50 gram bayam"",""50 gram tempe"",""1 sdt bawang putih cincang"",""70 gram tahu"",""1 sdm sambal goreng"",""2 g royco ayam""","""Tumis baput"",""bawang putih cincang dan saus sambal lalu masukkan potongan tempe dan tumis hingga harum."",""Kocok telur dan tahu."",""Tambahkan ke tumisan"",""lalu aduk hingga telur dan tahu sedikit menggumpal. Tambahkan sedikit air."",""Tambahkan tauge"",""daun bawang dan bayam lalu tambahkan lebih banyak air jika perlu."",""Tambahkan bumbu kaldu jamur dan sedikit royco. Tumis hingga semuanya matang."",""Angkat dan sajikan.""",3
